厳しい;厳[きび]しい
稼ぐ;稼[かせ]ぐ
稼動;稼動[かどう]
稼業;稼業[かぎょう]
共稼ぎ;共稼ぎ[ともがせぎ]
稽古;稽古[けいこ]
滑稽;滑稽[こっけい]
穀物;穀物[こくもつ]
穀類;穀類[こくるい]
米穀;米穀[べいこく]
穂;穂[ほ]
稲穂;稲穂[いなほ]
積;積[せき]
積む;積[つ]む
積もる;積[つ]もる
積雪;積雪[せきせつ]
積算;積算[せきさん]
体積;体積[たいせき]
積極的;積極的[せっきょくてき]
穏やか;穏[おだ]やか
穏和;穏和[おんわ]
平穏;平穏[へいおん]
不穏分子;不穏分子[ふおんぶんし]
穴;穴[あな]
墓穴;墓穴[ぼけつ]
空く;空[す]く
空ける;空[あ]ける
空;空[そら]
空手;空手[からて]
空気;空気[くうき]
空港;空港[くうこう]
空席;空席[くうせき]
突く;突[つ]く
突起;突起[とっき]
突破;突破[とっぱ]
激突;激突[げきとつ]
突然;突然[とつぜん]
突貫;突貫[とっかん]
唐突;唐突[とうとつ]
窃盗;窃盗[せっとう]
窒素;窒素[ちっそ]
窒息;窒息[ちっそく]
脱窒;脱窒[だっちつ]
窓;窓[まど]
同窓会;同窓会[どうそうかい]
窪み;窪[くぼ]み
窮地;窮地[きゅうち]
窮屈;窮屈[きゅうくつ]
窮乏;窮乏[きゅうぼう]
窯;窯[かま]
窯元;窯元[かまもと]
窯業;窯業[ようぎょう]
立つ;立[た]つ
私立;私立[しりつ]
竜;竜[りゅう]
恐竜;恐竜[きょうりゅう]
竜巻;竜巻[たつまき]
端;端[はし]
途端;途端[とたん]
半端;半端[はんぱ]
一端;一端[いったん]
競う;競[きそ]う
競る;競[せ]る
競馬;競馬[けいば]
競争;競争[きょうそう]
竹;竹[たけ]
竹刀;竹刀[しない]
竹林;竹林[ちくりん]
笑う;笑[わら]う
笑み;笑[え]み
笑顔;笑顔[えがお]
苦笑;苦笑[くしょう]
可笑しい;可笑[おか]しい
笛;笛[ふえ]
警笛;警笛[けいてき]
笠;笠[かさ]
笹;笹[ささ]
筆;筆[ふで]
執筆;執筆[しっぴつ]
鉛筆;鉛筆[えんぴつ]
等;等[など]
等しい;等[ひと]しい
同等;同等[どうとう]
平等;平等[びょうどう]
筋;筋[すじ]
粗筋;粗筋[あらすじ]
筋肉;筋肉[きんにく]
一筋;一筋[ひとすじ]
筒;筒[つつ]
気筒;気筒[きとう]
封筒;封筒[ふうとう]
水筒;水筒[すいとう]
答える;答[こた]える
回答;回答[かいとう]
策;策[さく]
政策;政策[せいさく]
箇所;箇所[かしょ]
管;管[かん]
管;管[くだ]
管理;管理[かんり]
箱;箱[はこ]
宝箱;宝箱[たからばこ]
箸;箸[はし]
築く;築[きず]く
改築;改築[かいちく]
建築;建築[けんちく]
篭;篭[かご]
米;米[こめ]
米国;米国[べいこく]
欧米;欧米[おうべい]
粉;粉[こな]
花粉;花粉[かふん]
粉末;粉末[ふんまつ]
粋;粋[いき]
抜粋;抜粋[ばっすい]
純粋;純粋[じゅんすい]
粒;粒[つぶ]
粒子;粒子[りゅうし]
粗い;粗[あら]い
粗暴;粗暴[そぼう]
粗野;粗野[そや]
粗筋;粗筋[あらすじ]
粘る;粘[ねば]る
粘土;粘土[ねんど]
粘着;粘着[ねんちゃく]
粘膜;粘膜[ねんまく]
粘板岩;粘板岩[ねんばんがん]
精;精[せい]
精液;精液[せいえき]
精神的;精神的[せいしんてき]
無精;無精[ぶしょう]
糖;糖[とう]
砂糖;砂糖[さとう]
糖分;糖分[とうぶん]
糖尿病;糖尿病[とうにょうびょう]
糸;糸[いと]
蚕糸;蚕糸[さんし]
系;系[けい]
家系;家系[かけい]
日系;日系[にっけい]
直系;直系[ちょっけい]
文系;文系[ぶんけい]
約;約[やく]
予約;予約[よやく]
約束;約束[やくそく]
契約;契約[けいやく]
約款;約款[やっかん]
制約;制約[せいやく]
倹約;倹約[けんやく]
紅;紅[べに]
紅葉;紅葉[こうよう・もみじ]
口紅;口紅[くちべに]
紅茶;紅茶[こうちゃ]
紋;紋[もん]
指紋;指紋[しもん]
紋章;紋章[もんしょう]
納まる;納[おさ]まる
納める;納[おさ]める
納入;納入[のうにゅう]
納得;納得[なっとく]
納豆;納豆[なっとう]
純粋;純粋[じゅんすい]
不純;不純[ふじゅん]
単純;単純[たんじゅん]
紙;紙[かみ]
手紙;手紙[てがみ]
表紙;表紙[ひょうし]
紙幣;紙幣[しへい]
折り紙;折り紙[おりがみ]
級;級[きゅう]
階級;階級[かいきゅう]
初級;初級[しょきゅう]
高級;高級[こうきゅう]
紛れる;紛[まぎ]れる
紛らす;紛[まぎ]らす
紛失;紛失[ふんしつ]
紛争;紛争[ふんそう]
紛らわしい;紛[まぎ]らわしい
紛れもない;紛[まぎ]れもない
紛糾;紛糾[ふんきゅう]
糾弾;糾弾[きゅうだん]
糾合;糾合[きゅうごう]
素朴;素朴[そぼく]
紡ぐ;紡[つむ]ぐ
紡績;紡績[ぼうせき]
紡織;紡織[ぼうしょく]
紫;紫[むらさき]
紫外線;紫外線[しがいせん]
累計;累計[るいけい]
累積;累積[るいせき]
細かい;細[こま]かい
細い;細[ほそ]い
細る;細[ほそ]る
細工;細工[ざいく]
細分;細分[さいぶん]
細菌;細菌[さいきん]
細胞;細胞[さいぼう]
紳士;紳士[しんし]
紹介;紹介[しょうかい]
紺;紺[こん]
濃紺;濃紺[のうこん]
終わる;終[お]わる
終える;終[お]える
始終・;始終[しじゅう]・
終始;終始[しゅうし]
終了;終了[しゅうりょう]
終日;終日[しゅうじつ]
終了;終了[しゅうりょう]
組む;組[く]む
組織;組織[そしき]
経つ;経[た]つ
経る;経[へ]る
経由;経由[けいゆ]
経理;経理[けいり]
経路;経路[けいろ]
経営;経営[けいえい]
経験;経験[けいけん]
神経;神経[しんけい]
経済;経済[けいざい]
結ぶ;結[むす]ぶ
結う;結[ゆ]う
結婚;結婚[けっこん]
結果;結果[けっか]
結構;結構[けっこう]
結論;結論[けつろん]
結局;結局[けっきょく]
結婚;結婚[けっこん]
冠婚葬祭;冠婚葬祭[かんこんそうさい]
婚姻;婚姻[こんいん]
既婚;既婚[きこん]
離婚;離婚[りこん]
再婚;再婚[さいこん]
絞る;絞[しぼ]る
絞める;絞[し]める
絞殺;絞殺[こうさつ]
絡む;絡[から]む
連絡;連絡[れんらく]
給料;給料[きゅうりょう]
支給;支給[しきゅう]
給食;給食[きゅうしょく]
昇給;昇給[しょうきゅう]
統制;統制[とうせい]
伝統;伝統[でんとう]
統帥;統帥[とうすい]
絵;絵[え]
詩絵奈;詩絵奈[しえな]
絶つ;絶[た]つ
絶える;絶[た]える
絶対;絶対[ぜったい]
拒絶;拒絶[きょぜつ]
絶叫;絶叫[ぜっきょう]
途絶える;途絶[とだ]える
廃絶;廃絶[はいぜつ]
絹;絹[きぬ]
絹糸;絹糸[けんし]
絹布;絹布[けんぷ]
継ぐ;継[つ]ぐ
継続;継続[けいぞく]
後継;後継[こうけい]
継嗣;継嗣[けいし]
嗣子;嗣子[しし]
続く;続[つづ]く
連続;連続[れんぞく]
維持;維持[いじ]
繊維;繊維[せんい]
綱;綱[つな]
手綱;手綱[たづな]
綱紀;綱紀[こうき]
横綱;横綱[よこづな]
綱引き;綱引[つなひ]き
新聞;新聞[しんぶん]
倫理;倫理[りんり]
綱領;綱領[こうりょう]
網;網[あみ]
網羅;網羅[もうら]
網羅;網羅[もうら]
羅列;羅列[られつ]
羅針盤;羅針盤[らしんばん]
綻びる;綻[ほころ]びる
破綻;破綻[はたん]
綿;綿[めん]
綿布;綿布[めんぷ]
木綿;木綿[もめん]
綿菓子;綿菓子[わたがし]
緊張;緊張[きんちょう]
緊急;緊急[きんきゅう]
総;総[そう]
総務;総務[そうむ]
総会;総会[そうかい]
総統;総統[そうとう]
総帆展帆;総帆展帆[そうはんてんぱん]
総帥;総帥[そうすい]
元帥;元帥[げんすい]
統帥;統帥[とうすい]
緑;緑[みどり]
緑茶;緑茶[りょくちゃ]
線;線[せん]
視線;視線[しせん]
線路;線路[せんろ]
無線;無線[むせん]
回線;回線[かいせん]
締める;締[し]める
締まる;締[し]まる
締め切り;締め切[しめき]り
締約;締約[ていやく]
編;編[へん]
編む;編[あ]む
編み物;編み物[あみもの]
編集;編集[へんしゅう]
編者;編者[へんしゃ]
長編;長編[ちょうへん]
短編;短編[たんぺん]
緩い;緩[ゆる]い
緩める;緩[ゆる]める
緩慢;緩慢[かんまん]
緩和;緩和[かんわ]
緯度;緯度[いど]
経緯;経緯[けいい]
練る;練[ね]る
練習;練習[れんしゅう]
訓練;訓練[くんれん]
縁;縁[えん]
縁;縁[ふち]
縁起;縁起[えんぎ]
無縁;無縁[むえん]
因縁;因縁[いんねん]
縁側;縁側[えんがわ]
縁談;縁談[えんだん]
血縁;血縁[けつえん]
縄;縄[なわ]
沖縄;沖縄[おきなわ]
縛る;縛[しば]る
束縛;束縛[そくばく]
縦;縦[たて]
縦横;縦横[じゅうおう]
縦断;縦断[じゅうだん]
縫う;縫[ぬ]う
裁縫;裁縫[さいほう]
縫製;縫製[ほうせい]
縮む;縮[ちぢ]む
圧縮;圧縮[あっしゅく]
伸縮;伸縮[しんしゅく]
繁栄;繁栄[はんえい]
繁茂;繁茂[はんも]
繁殖;繁殖[はんしょく]
繊維;繊維[せんい]
化繊;化繊[かせん]
織る;織[お]る
羽織;羽織[はおり]
紡織;紡織[ぼうしょく]
織物;織物[おりもの]
組織的;組織的[そしきてき]
繕う;繕[つくろ]う
営繕;営繕[えいぜん]
修繕;修繕[しゅうぜん]
繭;繭[まゆ]
繭糸;繭糸[けんし]
繰る;繰[く]る
繰り返す;繰り返[くりかえ]す
缶;缶[かん]
缶詰;缶詰[かんづめ]
空き缶;空き缶[あきかん]
罪;罪[つみ]
犯罪;犯罪[はんざい]
罪人;罪人[ざいにん]
有罪;有罪[ゆうざい]
置く;置[お]く
位置;位置[いち]
物置;物置[ものおき]
罰;罰[ばち]
罰する;罰[ばっ]する
罰則;罰則[ばっそく]
署名;署名[しょめい]
部署;部署[ぶしょ]
署員;署員[しょいん]
署長;署長[しょちょう]
罵る;罵[ののし]る
罷免;罷免[ひめん]
羊;羊[ひつじ]
羊毛;羊毛[ようもう]
美;美[び]
美しい;美[うつく]しい
美味しい;美味[おい]しい
羞;羞[はじ]
群;群[ぐん]
群れ;群[む]れ
群れる;群[む]れる
群がる;群[むら]がる
群集;群集[ぐんしゅう]
羨ましい;羨[うらや]ましい
義務;義務[ぎむ]
財務;財務[ざいむ]
庶務;庶務[しょむ]
羽;羽[はね]
羽毛;羽毛[うもう]
羽織;羽織[はおり]
一羽;一羽[いちわ]
翁;翁[おう]
翌日;翌日[よくじつ]
習う;習[なら]う
練習;練習[れんしゅう]
翻る;翻[ひるがえ]る
翻訳;翻訳[ほんやく]
翻弄;翻弄[ほんろう]
翼;翼[つばさ]
右翼;右翼[うよく]
左翼;左翼[さよく]
老いる;老[お]いる
老ける;老[ふ]ける
海老;海老[えび]
老化;老化[ろうか]
老婆;老婆[ろうば]
老後;老後[ろうご]
老衰;老衰[ろうすい]
老婆;老婆[ろうば]
婆さん;婆[ばあ]さん
考える;考[かんが]える
思考;思考[しこう]
者;者[もの]
医者;医者[いしゃ]
記者;記者[きしゃ]
患者;患者[かんじゃ]
芸者;芸者[げいしゃ]
耐える;耐[た]える
耐火;耐火[たいか]
耐性;耐性[たいせい]
耐熱;耐熱[たいねつ]
耐久;耐久[たいきゅう]
耕す;耕[たがや]す
農耕;農耕[のうこう]
耕地;耕地[こうち]
耕作;耕作[こうさく]
耳;耳[みみ]
耳鼻科;耳鼻科[じびか]
聖人;聖人[せいじん]
聖地;聖地[せいち]
聞く;聞[き]く
聞かす;聞[き]かす
新聞;新聞[しんぶん]
聴聞;聴聞[ちょうもん]
新聞;新聞[しんぶん]
倫理;倫理[りんり]
綱領;綱領[こうりょう]
聴く;聴[き]く
聴聞;聴聞[ちょうもん]
聴診器;聴診器[ちょうしんき]
肉;肉[にく]
皮肉;皮肉[ひにく]
肌;肌[はだ]
地肌;地肌[じはだ]
肖像;肖像[しょうぞう]
不肖;不肖[ふしょう]
肘;肘[ひじ]
肝;肝[きも]
肝炎;肝炎[かんえん]
肝心;肝心[かんじん]
肝臓;肝臓[かんぞう]
肝腎;肝腎[かんじん]
荒肝;荒肝[あらぎも]
股;股[また]
股;股[もも]
肢体;肢体[したい]
選択肢;選択肢[せんたくし]
肥やす;肥[こ]やす
肥える;肥[こ]える
肥満;肥満[ひまん]
肥料;肥料[ひりょう]
肥沃;肥沃[ひよく]
沃化;沃化[ようか]
肩;肩[かた]
肩書;肩書[かたがき]
肯定;肯定[こうてい]
育てる;育[そだ]てる
育児;育児[いくじ]
肺;肺[はい]
胃;胃[い]
胃腸;胃腸[いちょう]
胃袋;胃袋[いぶくろ]
胃腸;胃腸[いちょう]
胆;胆[きも]
大胆;大胆[だいたん]
落胆;落胆[らくたん]
背く;背[そむ]く
背中;背中[せなか]
背後;背後[はいご]
胞子;胞子[ほうし]
細胞;細胞[さいぼう]
胴;胴[どう]
胸;胸[むね]
胸中;胸中[きょうちゅう]
能;能[のう]
能力;能力[のうりょく]
可能;可能[かのう]
機能;機能[きのう]
才能;才能[さいのう]
堪能;堪能[たんのう]
脂;脂[あぶら]
脂肪;脂肪[しぼう]
脂肪;脂肪[しぼう]
脅す;脅[おど]す
脅かす;脅[おびや]かす
脅迫;脅迫[きょうはく]
脅威;脅威[きょうい]
脇;脇[わき]
脇の下;脇の下[わきのした]
脈;脈[みゃく]
山脈;山脈[さんみゃく]
動脈;動脈[どうみゃく]
文脈;文脈[ぶんみゃく]
脊髄;脊髄[せきずい]
脊髄炎;脊髄炎[せきずいえん]
脚;脚[あし]
脚本;脚本[きゃくほん]
失脚;失脚[しっきゃく]
脱ぐ;脱[ぬ]ぐ
脱する;脱[だっ]する
脱落;脱落[だつらく]
脱窒;脱窒[だっちつ]
脳;脳[のう]
頭脳;頭脳[ずのう]
脳卒中;脳卒中[のうそっちゅう]
腎臓;腎臓[じんぞう]
腐る;腐[くさ]る
豆腐;豆腐[とうふ]
陳腐;陳腐[ちんぷ]
腐心;腐心[ふしん]
腕;腕[うで]
腕力;腕力[わんりょく]
手腕;手腕[しゅわん]
腫れる;腫[は]れる
腰;腰[こし]
腰部;腰部[ようぶ]
腰掛ける;腰掛[こしか]ける
腹;腹[はら]
お腹;お腹[なか]
空腹;空腹[くうふく]
膜;膜[まく]
角膜;角膜[かくまく]
膝;膝[ひざ]
膨らむ;膨[ふく]らむ
膨大;膨大[ぼうだい]
膨張;膨張[ぼうちょう]
膨脹;膨脹[ぼうちょう]
膳;膳[ぜん]
臆病;臆病[おくびょう]
臓;臓[ぞう]
内臓;内臓[ないぞう]
肝臓;肝臓[かんぞう]
心臓;心臓[しんぞう]
臨む;臨[のぞ]む
臨時;臨時[りんじ]
自分;自分[じぶん]
自衛隊;自衛隊[じえいたい]
防衛;防衛[ぼうえい]
衛星;衛星[えいせい]
衛生;衛生[えいせい]
臭;臭[におい]
臭い;臭[くさ]い
臭気;臭気[しゅうき]
至る;至[いた]る
乃至;乃至[ないし]
至上;至上[しじょう]
致す;致[いた]す
一致;一致[いっち]
臼;臼[うす]
興す;興[おこ]す
興味;興味[きょうみ]
興奮;興奮[こうふん]
振興;振興[しんこう]
舎;舎[しゃ]
校舎;校舎[こうしゃ]
田舎;田舎[いなか]
舗;舗[ほ]
店舗;店舗[てんぽ]
舗装;舗装[ほそう]
舞う;舞[ま]う
舞台;舞台[ぶたい]
歌舞伎;歌舞伎[かぶき]
舞踏;舞踏[ぶとう]
鼓舞;鼓舞[こぶ]
舷;舷[ふなばた]
右舷;右舷[うげん]
左舷;左舷[さげん]
船;船[ふね]
艦船;艦船[かんせん]
船舶;船舶[せんぱく]
帆前船;帆前船[ほまえせん]
船舶;船舶[せんぱく]
舶来;舶来[はくらい]
艦;艦[かん]
艦船;艦船[かんせん]
艦隊;艦隊[かんたい]
軍艦;軍艦[ぐんかん]
戦艦;戦艦[せんかん]
潜水艦;潜水艦[せんすいかん]
艦艇;艦艇[かんてい]
舟艇;舟艇[しゅうてい]
競艇;競艇[きょうてい]
良い;良[よ]い
不良;不良[ふりょう]
色;色[いろ]
色気;色気[いろけ]
彩色;彩色[さいしき]
音色;音色[ねいろ]
異色;異色[いしょく]
色々;色[しょく]々
景色;景色[けしき]
褐色;褐色[かっしょく]
潤色;潤色[じゅんしょく]
黄色;黄色[きいろ]
艶;艶[つや]
艶々;艶[つや]々
芋;芋[いも]
焼き芋;焼き芋[やきいも]
薩摩芋;薩摩芋[さつまいも]
じゃが芋;じゃが芋[いも]
芝;芝[しば]
芝生;芝生[しばふ]
芝草;芝草[しばくさ]
芯;芯[しん]
花;花[はな]
花火;花火[はなび]
花粉;花粉[かふん]
花壇;花壇[かだん]
芳しい;芳[かんば]しい
芳香;芳香[ほうこう]
芳眉;芳眉[ほうび]
芸術;芸術[げいじゅつ]
芽;芽[め]
新芽;新芽[しんめ]
発芽;発芽[はつが]
苗;苗[なえ]
苗字;苗字[みょうじ]
苗代;苗代[なわしろ]
苛め;苛[いじ]め
若い;若[わか]い
若者;若者[わかもの]
若干;若干[じゃっかん]
若年;若年[じゃくねん]
若し;若[も]し
苦笑;苦笑[くしょう]
苦しい;苦[くる]しい
無茶苦茶;無茶苦茶[むちゃくちゃ]
英語;英語[えいご]
茂る;茂[しげ]る
繁茂;繁茂[はんも]
茎;茎[くき]
茨;茨[いばら]
茨城;茨城[いばらき]
茨姫;茨姫[いばらひめ]
茶;茶[ちゃ]
喫茶;喫茶[きっさ]
目茶苦茶;目茶苦茶[めちゃくちゃ]
草;草[くさ]
草食;草食[そうしょく]
草案;草案[そうあん]
煙草;煙草[たばこ]
草臥れる;草臥[くたび]れる
荒い;荒[あら]い
荒す;荒[あら]す
荒廃;荒廃[こうはい]
荒野;荒野[こうや]
荒野;荒野[あらの]
荒肝;荒肝[あらぎも]
荷物;荷物[にもつ]
稲荷;稲荷[いなり]
出荷;出荷[しゅっか]
入荷;入荷[にゅうか]
荻;荻[おぎ]
莫大;莫大[ばくだい]
菊;菊[きく]
白菊;白菊[しらぎく]
菌;菌[きん]
除菌;除菌[じょきん]
菓子;菓子[かし]
華やか;華[はな]やか
華々しい;華々[はなばな]しい
豪華;豪華[ごうか]
華麗;華麗[かれい]
繁華街;繁華街[はんかがい]
万華鏡;万華鏡[まんげきょう]
菱;菱[ひし]
三菱;三菱[みつびし]
萎れる;萎[しお]れる
萎む;萎[しぼ]む
萎縮;萎縮[いしゅく]
落ちる;落[お]ちる
落とす;落[お]とす
没落;没落[ぼつらく]
葉;葉[は]
葉っぱ;葉[は]っぱ
紅葉;紅葉[こうよう]
葉書;葉書[はがき]
著す;著[あらわ]す
著しい;著[いちじる]しい
著者;著者[ちょしゃ]
著名;著名[ちょめい]
著作権;著作権[ちょさくけん]
葛;葛[かずら]
葛藤;葛藤[かっとう]
葛城(名);葛城[かつらぎ](名)
葬る;葬[ほうむ]る
葬式;葬式[そうしき]
葬式;葬式[そうしき]
和式;和式[わしき]
洋式;洋式[ようしき]
蒲;蒲[かば]
蒸かす;蒸[ふ]かす
蒸す;蒸[む]す
蒸気;蒸気[じょうき]
蒸発;蒸発[じょうはつ]
蓄える;蓄[たくわ]える
貯蓄;貯蓄[ちょちく]
蓄積;蓄積[ちくせき]
蓄財;蓄財[ちくざい]
蓋;蓋[ふた]
蔦;蔦[つた]
蔵;蔵[くら]
冷蔵庫;冷蔵庫[れいぞうこ]
貯蔵;貯蔵[ちょぞう]
埋蔵;埋蔵[まいぞう]
蔽う;蔽[おお]う
隠蔽;隠蔽[いんぺい]
薄い;薄[うす]い
希薄;希薄[きはく]
手薄;手薄[てうす]
薦める;薦[すす]める
推薦;推薦[すいせん]
薪;薪[たきぎ]
薪炭;薪炭[しんたん]
薪;薪[まき]
割り;割[わ]り
薫;薫[くん]
薫る;薫[かお]る
薬;薬[くすり]
麻薬;麻薬[まやく]
薬剤;薬剤[やくざい]
薬剤;薬剤[やくざい]
洗剤;洗剤[せんざい]
錠剤;錠剤[じょうざい]
覚醒剤;覚醒剤[かくせいざい]
藍;藍[あい]
藤;藤[ふじ]
葛藤;葛藤[かっとう]
藩;藩[はん]
藩主;藩主[はんしゅ]
藩儒;藩儒[はんじゅ]
藻;藻[も]
海藻;海藻[かいそう]
藻類;藻類[そうるい]
虎;虎[とら]
虐げる;虐[しいた]げる
虐殺;虐殺[ぎゃくさつ]
虐待;虐待[ぎゃくたい]
残虐;残虐[ざんぎゃく]
暴虐;暴虐[ぼうぎゃく]
虚ろ虚偽[きょぎ];虚[うつ]ろ虚偽[きょぎ]
虚空;虚空[こくう]
謙虚;謙虚[けんきょ]
虞;虞[おそれ]
虞犯;虞犯[ぐはん]
虫;虫[むし]
昆虫;昆虫[こんちゅう]
虹;虹[にじ]
蚊;蚊[か]
蚕;蚕[かいこ]
蚕糸;蚕糸[さんし]
蛇;蛇[へび]
蛇行;蛇行[だこう]
蛇口;蛇口[じゃぐち]
蛍;蛍[ほたる]
蛍光灯;蛍光灯[けいこうとう]
蜂;蜂[はち]
蜂蜜;蜂蜜[はちみつ]
蜜;蜜[みつ]
蜜柑;蜜柑[みかん]
蝶;蝶[ちょう]
融資;融資[ゆうし]
融和;融和[ゆうわ]
金融;金融[きんゆう]
血;血[ち]
血液型;血液型[けつえきがた]
血圧;血圧[けつあつ]
血縁;血縁[けつえん]
吸血鬼;吸血鬼[きゅうけつき]
貧血;貧血[ひんけつ]
血痕;血痕[けっこん]
痕跡;痕跡[こんせき]
痘痕;痘痕[とうこん]
衆;衆[しゅう]
群衆;群衆[ぐんしゅう]
公衆;公衆[こうしゅう]
大衆;大衆[たいしゅう]
民衆;民衆[みんしゅう]
行く;行[い]く
行う;行[おこな]う
行為;行為[こうい]
行目;行目[ぎょうめ]
流行る;流行[はや]る
行方;行方[ゆくえ]
鍋奉行;鍋奉行[なべぶぎょう]
術;術[じゅつ]
技術;技術[ぎじゅつ]
手術;手術[しゅじゅつ]
美術館;美術館[びじゅつかん]
芸術;芸術[げいじゅつ]
街;街[まち]
街路;街路[がいろ]
衝撃;衝撃[しょうげき]
折衝;折衝[せっしょう]
衣装;衣装[いしょう]
衣;衣[ころも]
衣;衣[きぬ]
浴衣;浴衣[ゆかた]
表;表[おもて]
表れ;表[あらわ]れ
発表;発表[はっぴょう]
表紙;表紙[ひょうし]
代表;代表[だいひょう]
表現;表現[ひょうげん]
表彰;表彰[ひょうしょう]
衰える;衰[おとろ]える
衰弱;衰弱[すいじゃく]
老衰;老衰[ろうすい]
衰退;衰退[すいたい]
衷心;衷心[ちゅうしん]
折衷;折衷[せっちゅう]
袋;袋[ふくろ]
足袋;足袋[たび]
手袋;手袋[てぶくろ]
袖;袖[そで]
被る;被[かぶ]る
被害;被害[ひがい]
被服;被服[ひふく]
被告;被告[ひこく]
裁;裁[さい]
裁判;裁判[さいばん]
裁縫;裁縫[さいほう]
裂く;裂[さ]く
裂ける;裂[さ]ける
分裂;分裂[ぶんれつ]
装置;装置[そうち]
舗装;舗装[ほそう]
衣装;衣装[いしょう]
裏;裏[うら]
裏面;裏面[りめん]
補う;補[おぎな]う
捕捉;捕捉[ほそく]
補佐;補佐[ほさ]
補償;補償[ほしょう]
候補;候補[こうほ]
補修;補修[ほしゅう]
補助;補助[ほじょ]
補佐;補佐[ほさ]
大佐;大佐[たいさ]
中佐;中佐[ちゅうさ]
少佐;少佐[しょうさ]
裳;裳[も]
衣裳;衣裳[いしょう]
裸;裸[はだか]
裸足;裸足[はだし]
裸婦;裸婦[らふ]
裾;裾[すそ]
複写;複写[ふくしゃ]
褐色;褐色[かっしょく]
褒める;褒[ほ]める
褒美;褒美[ほうび]
褒章;褒章[ほうしょう]
襟;襟[えり]
襲う;襲[おそ]う
襲撃;襲撃[しゅうげき]
西;西[にし]
関西;関西[かんさい]
西瓜;西瓜[すいか]
西部;西部[せいぶ]
西洋;西洋[せいよう]
西暦;西暦[せいれき]
西瓜;西瓜[すいか]
南瓜;南瓜[かぼちゃ]
胡瓜;胡瓜[きゅうり]
要は;要[よう]は
要る;要[い]る
必要;必要[ひつよう]
要項;要項[ようこう]
要旨;要旨[ようし]
要求;要求[ようきゅう]
需要;需要[じゅよう]
要請;要請[ようせい]
要項;要項[ようこう]
覆う;覆[おお]う
覆る;覆[くつがえ]る
覆す;覆[くつがえ]す
転覆;転覆[てんぷく]
覇気;覇気[はき]
覇権;覇権[はけん]
覇者;覇者[はしゃ]
規則;規則[きそく]
規模;規模[きぼ]
模様;模様[もよう]
模範;模範[もはん]
規模;規模[きぼ]
規格;規格[きかく]
視察;視察[しさつ]
観察;観察[かんさつ]
警察;警察[けいさつ]
診察;診察[しんさつ]
検察;検察[けんさつ]
覚える;覚[おぼ]える
覚悟;覚悟[かくご]
親;親[おや]
両親;両親[りょうしん]
親切;親切[しんせつ]
親しい;親[した]しい
親指;親指[おやゆび]
親戚;親戚[しんせき]
親睦;親睦[しんぼく]
観光;観光[かんこう]
悲観;悲観[ひかん]
角;角[かく]
角;角[かど]
角度;角度[かくど]
四角;四角[しかく]
角膜;角膜[かくまく]
解く;解[と]く
解る;解[わか]る
解ける;解[と]ける
解答;解答[かいとう]
理解;理解[りかい]
解決;解決[かいけつ]
分解;分解[ぶんかい]
弁解;弁解[べんかい]
了解;了解[りょうかい]
溶解炉;溶解炉[ようかいろ]
解剖;解剖[かいぼう]
触る;触[さわ]る
触れる;触[ふ]れる
感触;感触[かんしょく]
接触;接触[せっしょく]
言う;言[い]う
言語;言語[げんご]
過言;過言[かごん]
無言;無言[むごん]
伝言;伝言[でんごん]
遺言;遺言[ゆいごん]
訂正;訂正[ていせい]
訃;訃[ふ]
訃報;訃報[ふほう]
計る;計[はか]る
計画;計画[けいかく]
討つ;討[う]つ
討議;討議[とうぎ]
訓読み;訓読[くんよ]み
訓練;訓練[くんれん]
託す;託[たく]す
委託;委託[いたく]
信託;信託[しんたく]
記す;記[しる]す
記事;記事[きじ]
暗記;暗記[あんき]
記録;記録[きろく]
録画;録画[ろくが]
登録;登録[とうろく]
訪れる;訪[おとず]れる
訪ねる;訪[たず]ねる
訪問;訪問[ほうもん]
許す;許[ゆる]す
許可;許可[きょか]
免許;免許[めんきょ]
訳;訳[わけ]
訳す;訳[やく]す
翻訳;翻訳[ほんやく]
通訳;通訳[つうやく]
訳者;訳者[やくしゃ]
言い訳;言い訳[いいわけ]
申し訳;申し訳[もうしわけ]
訴える;訴[うった]える
起訴;起訴[きそ]
公訴;公訴[こうそ]
訴訟;訴訟[そしょう]
訴訟;訴訟[そしょう]
診る;診[み]る
診療;診療[しんりょう]
診察;診察[しんさつ]
診断;診断[しんだん]
聴診器;聴診器[ちょうしんき]
証拠;証拠[しょうこ]
詐欺;詐欺[さぎ]
詐取;詐取[さしゅ]
詐称;詐称[さしょう]
詔;詔[みことのり]
詔書;詔書[しょうしょ]
評判;評判[ひょうばん]
批評;批評[ひひょう]
好評;好評[こうひょう]
詠む;詠[よ]む
朗詠;朗詠[ろうえい]
偶詠;偶詠[ぐうえい]
試す;試[ため]す
試みる;試[こころ]みる
試験;試験[しけん]
試験;試験[しけん]
経験;経験[けいけん]
実験;実験[じっけん]
受験;受験[じゅけん]
体験;体験[たいけん]
詩;詩[し]
詮索;詮索[せんさく]
詮無い;詮無[せんな]い
詮議立て;詮議立[せんぎだ]て
詰む;詰[つ]む
詰問;詰問[きつもん]
話;話[はなし]
話題;話題[わだい]
昔話;昔話[むかしばなし]
話題;話題[わだい]
宿題;宿題[しゅくだい]
該当;該当[がいとう]
詳しい;詳[くわ]しい
詳細;詳細[しょうさい]
誇り;誇[ほこ]り
誇示;誇示[こじ]
